label, sentence
series,Can you suggest a captivating series on FloSports to watch
movie,Shuffle and play a film for me
podcast,Recommend some podcasts on space exploration on Overcast 
movie,Seriously, play FairyTale: A True Story from Universal Studios on Mubi, it's, like, epic
radio_drama,Show me Fiesta of the Damned on Free Readings and suggest something similar
trailer,    Start a trailer compilation for a quick movie preview session
music,start a grunge rock session
adult,watch professional pornography on NewSensations
movie,Like, why don't you play Man And The Soil on Crave from Huayi Brothers
music,What maskandi albums are popular among google play music users
music,I'm curious if you've explored Franck Mulaja 's work in the vigilante rap genre
bw_movie,show a classic film in black and white
radio_drama,Start a compelling dramatized storytelling performance
hentai,Give me information about Canary
radio_drama,I hate when superhero radio program happens
music,Start playing Antoine Sahler 's top hits
movie,What's a highly rated movie from BayView Entertainment available for streaming on Prime Fight Play right now
tv_channel,search TV episode
movie,Play theatrical release with English subtitles
silent_movie,Let's enjoy a silent movie from Filmiran on Peerflix on the balcony
audio,start clock ticking
movie,Look for The Small Town on Avanti Cinema and play it, if you may
game,Let's play a space flight simulation game 
movie,Play any movie, I'm in the mood for anything
game,Let's spend some time gaming with Eschalon: Book II on DX-503 
bw_movie,begin a movie in classic black and white
movie,Let's have a movie night and watch Zsivany Egyes from Cinemundo on Avanti Cinema 
video,Play entertaining cat videos on ETV+ 
radio_drama,Let's listen to a Japanese radio drama radio show on RadioPublic 
cartoon,Recommend Piekna i Bestia shows
music,Shuffle the tracks and play whatever
cartoon,What's an El cascanueces chiflado suitable for a family movie night
documentary,Start the documentary content now
movie,My, I'd love to watch a good movie in the samurai cinema category, dear, maybe one from Nexo Digital
podcast,Play the first episode of the "Science Unleashed" series on Maximum Fun 
podcast,find podcasts on travel photography
cartoon,Play classic cartoons from Nicktoons 
trailer,show me the trailer for Inception
cartoon,Find Scooby Doo und die Ausserirdischen episodes on Cartoonito 
video,Show me reactions to the latest movie trailers on FXNOW 
movie,Play Invasion of The Star Creatures on FilmStruck, it's a must-watch from the talented Non-Stop Production
trailer,Watch the sneak peek video of Oficial i cavaller in the Findie genre
anime,Search for animated anime recommendations
bw_movie,Launch a vintage The Moon Has Risen in black and white on the home theater system
music,What's your opinion on Gli italiani vogliono cantare by Vasia Zaharopoulou ? I find it quite captivating
music,What's music of Oman about? Play it on The Traditional Tune Archive 
audiobook,Play a book that captures the essence of Little Tartary on audible 
movie,Can you recommend a movie directed by Gavin Scott , maybe one in the cannibal film category and on FilmStruck
movie,Play The Memory of Shadows on Quibi, it's, like, my go-to
movie,I've got a hankering for Morran & Tobias - Som en skank fran ovan from Kino Swiat on Peerflix , so get to it
movie,Stop dragging your feet and play a film from EI (Exposure Index) Independent Cinema starring Brandon K. Hampton 
video,play a movie preview
cartoon,What's a must-watch Leroy et Stitch that has gained critical acclaim
bts,Begin playing behind-the-scenes footage of Deliver Us from Evil (film 2006) on Crave 
movie,This is so aggravating! Where is Stuff - Ein todlicher Leckerbissen directed by BoXoo Entertainment in the found film category on HBO Max when I need it
movie,Can we watch In the Castle by the Lake from Bali on HBO Max
music,What's the soundtrack album of The Average Color of the Universe on PureVolume like
music,Begin playing the album Au bout de la route by Pavel Fisar 
documentary,I enjoy content related to Nevenka: Breaking the Silence 
music,Listen to the harmonious My Mind & Me by The Squirrels, my good sir
video,Show me reactions to movie trailers on CINE.AR Play 
hentai,show me explicit anime
movie,Art thou able to facilitate the presentation of Grat mitt alskade land on Netflix forthwith
anime,Search for anime content titles
tv_channel,Show me TV series from Odisseia on Nexus 
movie,Play the film directed by Kung Min on Kemi adetiba visuals
news,play news discussion series
music,Explore metal chwil and let me know if it's interesting
music,Begin playback of Slow Flow by Maria Manina from the album Minden veszen at on Wynk Music 
ad,How is Les Aventuriers de l'arche perdue presented for the blind on Moviechi
ad,Give me the narration for Rabbia di vivere on CBS All Access 
movie,play a movie with Tom Hanks
documentary,Can you suggest something like South of the border on Digital Library of South Dakota 
silent_movie,Find me a home invasion silent film on Netflix 
movie,Commence playback of Avec l'amour starring Philipp Otto and directed by Linda Yellen 
movie,Whatever, just cue up The Iron Stair by Cinecitta on Moviechi
music,Play the music from the movie directed by Matthew D'Arcy on Audiomack 
audio,play fireplace crackling
music,I recently discovered The Wild Magnolias 's music, and I'm really enjoying the song Det loser sej from the album Asa Breed 
anime,Watch Action on NOW TV and start playback
audio,I'm in the mood for nature sounds 
short_film,Play a film under 45 minutes
music,I enjoy exploring different music genres, and Martin Folz 's Re has been a recent discovery for me
video,Watch fitness workout on DAZN and start playback
bw_movie,Search for a animals documentary black and white classic on Namava 
radio,I'd like to discover new and unique radio shows
video,Find me engaging videos about sustainable living on Newgrounds 
radio,tune into radio station with interviews
radio,search South African folk music radio
hentai,play animated adult videos online
movie,Suggest some neo-noir movie streaming on Hulu 
podcast,Recommend personal finance podcast podcasts for a relaxing evening on AWA 
music,Play Safaera from Thinking About Little Willie John and a Few Nice Things by BHC on Napster , please
hentai,Recommend Kite videos on CartoonPrn 
movie,Start the movie from Independent directed by Adam Collins on Mubi
series,I want a series that's both funny and engaging on Compound Media 
video,new video from Apex TV
documentary,Search for Copper Mountains on Wikipedia ISBN library and initiate playback
video,Discover makeup tutorial content creators on Vongo that you might enjoy
silent_movie,Watch Treasure Island on RTBF Auvio and start playback
news,Tell me the news from Breakfast News on Amazon Music News 
hentai,start animated adult series
bw_movie,Initiate playback of a Mouth of Garbage film monochrome film in the bedroom, when you have a moment
music,Start a Akiyo Takeyama music playlist
hentai,Search for Futa-bu! on memoriademadrid
video,I'd like to see some funny pet videos, can you find them on Paramount+ with Showtime 
hentai,Can you suggest something like Cool Devices on Wikiaunstoozz and start playing
video,start a video on healthy recipes
silent_movie,start a silent movie marathon
adult_asmr,Explore Hardcore ASMR on Fapster 
radio_drama,Look for adventure on Biblioteca Digital Curt Nimuendaju and play it
podcast,Tell me about Citizen Radio available on National Science Digital Library
series,Recommend a series with a strong female lead on Okko 
comic,play a graphic storytelling session
movie,Play Hong Kong Affair now on Exxen 
music,Find and play a new and unfamiliar song collection
audiobook,Find me a pamphlet with a fast-paced narrative on Wattpad 
movie,Play the movie Die letzte Mahnung war aus Blei directed by Jean Luret and starring Carmen Montejo on Vudu 
movie,Start the motion picture on my TV
video,Show me what's happening in The Majority Report 
game,Let's dive into Final_SIM on APF-M1000 
documentary,Search for language and literature on Bibliotheque numerique francophone and start playback
adult,Recommend adult Voyeur videos
radio_drama,I want to listen to Short Trips - Volume 3 on Focus Radio Theatre 
movie,Stop wasting my time and play a movie from CBS Films directed by Ryan Mullins 
news,What's the breaking news on Martin Bashir 
movie,I'm in the mood for a classic, can you cue up a movie from Non-Stop Production on NAVER NOW.
hentai,play something related to Twin Angels 
news,Play the Making it in America segment on NHK World Radio 
music,Generate a playlist of freestyle music tracks on PlayStation Music 
hentai,show me explicit animated shows
music,start a music party
radio_drama,I love historical drama , play it on The Kurdish Digital Library 
video,Show me workout videos on FIFA+ 
movie,Play a movie from Garnet International Media Group titled Perdidos en la gran ciudad in the cinema verite category on Showtime 
music,Play Otis and similar sainaimu hits on Joox 
video,start a vlog
movie,Activate Discovering a rainforest on the home theater system
music,Get the energetic music playlist going
music,Play the music from a film in the hardgroove techno genre
radio_drama,Show me fantasy comedy on SciELO Brasil
